,Listed Count,Location,Name,Retweet at,Time,Time Zone,Tweet
4402,19,"""Los Angeles","""MRX93""",null,02:54:33,"""Pacific Time (US & Canada)""","['SO', 'excited', 'Homeland', 'is', 'back', 'D', 'Time', 'for', 'TheLeftovers', 'woop', 'woop']"
4403,0,"""Westeros","""XdBruh""",null,02:54:33,"""Mid-Atlantic""","['TheLeftovers', 'vai', 'ter', 'um', 'plot', 'twist', 'sempre', 'tem', 'nessa', 's\xc3', 'rie']"
4404,13,"""Porto Alegre","""LucasCaMattos""",null,02:54:35,"""Brasilia""","['MEU', 'DEUS', 'QUE', 'FAM\xc3', 'LIA', '\xc3', 'ESSA', 'TheLeftovers']"
4405,308,nul,"""DiChristine""",null,02:54:41,"""Eastern Time (US & Canada)""","['RT', 'SMALLVILLE_NBD', 'The', 'gross', 'factor', 'has', 'increased', '100', 'fold', 'TheLeftovers', 'BeginAgain']"
4406,63,"""Chicago, IL","""CNHarder""",null,02:54:42,"""Eastern Time (US & Canada)""","['Dear', 'TheLeftovers', 'what', 'the', 'hell', 'is', 'the', 'point', 'of', 'this', 'opening', 'set', 'of', 'scenes']"
4407,10,"""Cotia, SP","""ReginaMontandon""",null,02:54:43,null,"['Ahhahahaha', 'A', 'torta', 'Eba', 'Mata', 'logo', 'esse', 'chato', 'TheLeftovers', 'http', 't', 'co', 'usnIMVqMDP']"
4408,0,nul,"""JamesFPaulson""","""HBO""",02:54:44,null,"['hbo', 'I', 'have', 'no', 'idea', 'what', 'is', 'happening', 'but', 'I', 'll', 'definitely', 'watch', 'next', 'week', 'TheLeftovers']"
4409,7,"""Rio de Janeiro  ","""allalezan""",null,02:54:46,"""Mid-Atlantic""","['Comeram', 'a', 'torta', 'do', 'mal', 'TheLeftovers']"
4410,14,"""221B Baker Street ","""juliabuenoc""",null,02:54:53,"""Brasilia""","['RT', 'allalezan', 'I', 'wanna', 'see', 'Justin', 'in', 'his', 'sweat', 'pants', 'Where', 'is', 'him', 'TheLeftovers']"
4411,2,"""São Paulo","""luizatwittando""",null,02:54:55,"""Brasilia""","['A', 'vizinha', 'j\xc3', 'de', 'olho', 'no', 'Kevin', 'dizendo', 'que', 'ele', '\xc3', 'uma', 'gra\xc3', 'a', 'Miga', 'ele', '\xc3', 'gostoso', 'mesmo', 'pode', 'falar', 'que', 'a', 'gente', 'te', 'entende', 'TheLeftovers']"
4412,6,"""NYC & New Orleans","""enzzzob""",null,02:54:58,"""Pacific Time (US & Canada)""","['This', 'is', 'such', 'an', 'awkward', 'birthday', 'party', 'TheLeftovers']"
4413,0,nul,"""thekingkones""",null,02:54:59,null,"['TheLeftovers', 'Tentativa', 'de', 'homicidio', 'isso', 'explica', 'coisa', 'pra', 'carai']"
4414,308,nul,"""DiChristine""",null,02:55:01,"""Eastern Time (US & Canada)""","['RT', 'SMALLVILLE_NBD', 'GOOD', 'The', 'editing', 'amp', 'directing', 'BAD', 'The', 'CGI', 'snake', 'amp', 'baby', 'prop', 'TheLeftovers', 'BeginAgain']"
4415,232,nul,"""Nerd_Herd_Tweet""",null,02:55:02,"""Central Time (US & Canada)""","['RT', 'IGN', 'TheLeftovers', 'Season', '2', 'premiere', 'introduced', 'us', 'to', 'a', 'new', 'town', 'and', 'a', 'new', 'family', 'Our', 'review', '\xe2', 'http', 't', 'co', 'kCKjR1kPGU']"
4416,19,"""Los Angeles","""MRX93""",null,02:55:03,"""Pacific Time (US & Canada)""","['And', 'that', 'means', 'Carrie', 'Coon', 'is', 'back', 'on', 'my', 'television', 'TheLeftovers']"
4417,30,nul,"""arrturscurry""",null,02:55:06,"""Brasilia""","['RT', 'LucasCaMattos', 'MEU', 'DEUS', 'QUE', 'FAM\xc3', 'LIA', '\xc3', 'ESSA', 'TheLeftovers']"
4418,30,nul,"""arrturscurry""",null,02:55:07,"""Brasilia""","['RT', 'XdBruh', 'TheLeftovers', 'vai', 'ter', 'um', 'plot', 'twist', 'sempre', 'tem', 'nessa', 's\xc3', 'rie']"
4419,0,nul,"""LeandroWernerrr""",null,02:55:07,null,"['TheLeftovers', 'caramba', 'que', 'fam\xc3', 'lia', 'misteriosa', 'J\xc3', 'gostei']"
4420,0,"""São Caetano do Sul, São Paulo","""vickscalene""",null,02:55:10,"""Pacific Time (US & Canada)""","['RT', 'demlocesar', 'Vamos', 'mudar', 'o', 'roteiro', 'vamos', 'popularizar', 'vamos', 'reformular', 'a', 's\xc3', 'rie', 'nOu', 'n', 'Vamos', 'deixar', 'tudo', 'ainda', 'mais', 'complexo', 'n', 'TheLeft\xe2']"
4421,0,"""Sergipe, Brasil","""hugocardoso7""",null,02:55:17,"""Brasilia""","['Ser\xc3', 'que', 'comeram', 'a', 'torta', 'TheLeftovers']"
4422,0,nul,"""rodenstrip""",null,02:55:20,"""Brasilia""","['gente', 'e', 'as', 'milhares', 'de', 'coisas', 'q', 'aconteceram', 'na', 'sf', 'quando', 'vao', 'explicar', 'TheLeftovers']"
4423,28,"""Corvallis, OR","""Serrae""",null,02:55:20,"""Pacific Time (US & Canada)""","['TheLeftovers', 'is', 'really', 'doubling', 'down', 'on', 'the', 'weird', 'this', 'season']"
4424,30,nul,"""arrturscurry""",null,02:55:20,"""Brasilia""","['RT', 'Keiluxa', 'Gente', 'toda', 'essa', 'embroma\xc3', '\xc3', 'o', 'pra', 'mostrar', 'que', 'essa', 'cidade', '\xc3', 'pior', 'do', 'que', 'a', 'outra', 'ahahahaha', 'TheLeftovers']"
4425,12,"""Brasil","""apaulacoimbra""",null,02:55:21,"""Greenland""","['J\xc3', 'shippo', 'Jill', 'e', 'Michael', 'sim', 'TheLeftovers', 'Season2Premiere']"
4426,7,"""Brasil","""Keiluxa""",null,02:55:24,"""Brasilia""","['RT', 'luizatwittando', 'A', 'vizinha', 'j\xc3', 'de', 'olho', 'no', 'Kevin', 'dizendo', 'que', 'ele', '\xc3', 'uma', 'gra\xc3', 'a', 'Miga', 'ele', '\xc3', 'gostoso', 'mesmo', 'pode', 'falar', 'que', 'a', 'gente', 'te', 'entend\xe2']"
4427,1,"""The Burbs of CLE","""BryEaton22""",null,02:55:25,null,"['This', 'episode', 'of', 'TheLeftovers', '\xf0']"
4428,7,nul,"""adamp_64""",null,02:55:27,"""Pacific Time (US & Canada)""","['Eddie', 'Winslow', 'sighting', 'Dope', 'af', 'TheLeftovers']"
4429,29,"""Fort Rozz, Kandor (Krypton)","""SMALLVILLE_NBD""",null,02:55:28,"""Eastern Time (US & Canada)""","['Man', 'get', 'out', 'of', 'bed', 'HAHAHA', 'TheLeftovers', 'BeginAgain', 'http', 't', 'co', 'J4A6S6uH7p']"
4430,308,nul,"""DiChristine""",null,02:55:34,"""Eastern Time (US & Canada)""","['RT', 'SMALLVILLE_NBD', 'What', 'I', 'hope', 'is', 'that', 'the', 'smart', 'genius', 'storytelling', 'portion', 'of', 'the', 'show', 'remains', 'TheLeftovers']"
4431,6,"""Los Angeles, CA","""elizabethbianca""",null,02:55:45,"""Pacific Time (US & Canada)""","['RT', 'JustJared', 'ICYMI', 'Jennifer', 'Aniston', 'amp', 'Justin', 'Theroux', 'at', 'TheLeftovers', 'season', '2', 'premiere', 'last', 'night', 'http', 't', 'co', 'XVpqM2zoVh', 'http', 't', 'co', 'u\xe2']"
4432,11,"""Buffalo, NY","""KristiARunyan""",null,02:55:45,"""Eastern Time (US & Canada)""","['Yikes', 'Between', 'the', 'season', 'finale', 'of', 'FearTheWalkingDead', 'and', 'the', 'season', 'premiere', 'of', 'TheLeftovers', 'I', 'm', 'going', 'to', 'bed', 'feeling', 'pretty', 'sad', '\xf0', '\xf0']"
4433,1,"""New York, NY","""VirginiaVenit14""",null,02:55:50,null,"['Such', 'a', 'creepy', 'opening', 'scene', 'TheLeftovers']"
4434,29,"""Fort Rozz, Kandor (Krypton)","""SMALLVILLE_NBD""",null,02:55:56,"""Eastern Time (US & Canada)""","['I', 'm', 'gonna', 'find', 'it', 'TheLeftovers', 'BeginAgain']"
4435,30,nul,"""arrturscurry""",null,02:56:02,"""Brasilia""","['eu', 'quero', 'que', 'mostrem', 'flashbacks', 'deles', 'na', 'outra', 'cidade', 'a', 'seita', 'e', 'etc', 'TheLeftovers']"
4436,0,"""Thief River Falls, MN ","""ClaireNaslund""",null,02:56:05,"""Central Time (US & Canada)""","['RT', 'TheLeftoversHBO', 'A', 'new', 'season', 'a', 'new', 'opening', 'WelcomeToMiracle', 'n', 'TheLeftovers', 'nhttps', 't', 'co', 'JxYky61fOz']"
4437,0,nul,"""streamlordcom""",null,02:56:12,null,"['TheLeftovers', 'S02E01', 'http', 't', 'co', 'gr4MYqXgoI']"
4438,45,"""são paulo ","""Please_don_Tell""",null,02:56:14,"""Santiago""","['comeram', 'a', 'torta', 'tipo', 'eva', 'BEGE', 'TheLeftovers']"
4439,3,"""Asuncion Paraguay ","""AndyCardenasT""",null,02:56:23,"""Quito""","['Que', 'cap\xc3', 'tulo', 's\xc3\xbaper', 'creepy', 'TheLeftovers']"
4440,7,"""Brasil","""Keiluxa""",null,02:56:26,"""Brasilia""","['Al\xc3', 'm', 'da', 'cidade', 'ser', 'ainda', 'mais', 'maluca', 'essa', 'fam\xc3', 'lia', 'a\xc3', 'tamb\xc3', 'm', '\xc3', 'bem', 'da', 'doida', 'Vao', 'por', 'mim', 'TheLeftovers']"
4441,6,"""Los Angeles, CA","""elizabethbianca""",null,02:56:27,"""Pacific Time (US & Canada)""","['RT', 'THR', 'Damon', 'Lindelof', 'Explains', 'TheLeftovers', 'Opening', 'Scene', 'http', 't', 'co', 'd3im6iekCt', 'http', 't', 'co', 'OwVdU9JWRv']"
4442,2,nul,"""dannamagno""",null,02:56:29,"""Brasilia""","['Tantos', 'personagens', 'negros', 'interessante', 'E', 'o', 'filho', 'da', 'Norma', 'tb', '\xc3', 'negro', 'TheLeftovers']"
4443,3,"""Camp Wahakiki, Hawaii","""PS_stebop""",null,02:56:33,"""Taipei""","['RT', 'IGN', 'TheLeftovers', 'Season', '2', 'premiere', 'introduced', 'us', 'to', 'a', 'new', 'town', 'and', 'a', 'new', 'family', 'Our', 'review', 'http', 't', 'co', 'mLgzEo4W78', 'http', 't', 'co', 'bedR\xe2']"
4444,30,nul,"""arrturscurry""",null,02:56:37,"""Brasilia""","['GENTE', 'MAS', 'EU', 'TO', 'AMANDO', 'ESSA', 'PERSONAGEM', 'TheLeftovers']"
4445,8,"""Invernalia","""pame_heat""",null,02:56:41,"""Santiago""","['Qu\xc3', 'onda', 'Kevin', 'y', 'el', 'negro', 'lo', 'quiere', 'matar', 'TheLeftovers']"
4446,308,nul,"""DiChristine""",null,02:56:43,"""Eastern Time (US & Canada)""","['RT', 'SMALLVILLE_NBD', 'GOOD', 'NEWS', 'Season', '1', 'events', 'still', 'occurred', 'BAD', 'NEWS', 'Completely', 'revamped', 'That', 'amazing', 'intro', 'is', 'X', 'd', 'TheLeftovers', 'Beg\xe2']"
4447,15,"""Brooklyn, NY","""temniet""",null,02:56:47,"""Eastern Time (US & Canada)""","['RT', 'NYMag', 'TheLeftovers', 'new', 'season', 'is', 'some', 'of', 'the', 'most', 'interesting', 'TV', 'in', 'ages', 'http', 't', 'co', '9iTCZUXlTz', 'http', 't', 'co', '8S5FUcFC9j']"
4448,7,"""Rio de Janeiro  ","""allalezan""",null,02:56:51,"""Mid-Atlantic""","['Evie', 'caiu', 'na', 'noite', 'Deve', 'estar', 'na', 'Gruta', 'Azul', 'com', 'a', 'Urach', 'TheLeftovers']"
4449,17,"""Gordita Beach","""vonMartius""",null,02:56:58,"""Brasilia""","['MAS', 'ESTA', 'CIDADE', '\xc3', 'UM', 'TREME', 'TREME', 'TheLeftovers']"
4450,84,"""blogtalkradio","""OnAirWithDoug""",null,02:56:59,"""Pacific Time (US & Canada)""","['I', 'm', 'confused', 'as', 'hell', 'so', 'far', 'TheLeftovers']"
4451,0,"""Westeros","""XdBruh""",null,02:57:02,"""Mid-Atlantic""","['TheLeftovers', 'sabia', 'que', 'ia', 'acontecer', 'algo', 'e', 'quer', 'apostar', 'que', 's\xc3\xb3', 'foi', 'o', 'beb\xc3\xaa', 'vir', 'pra', 'cidade', 'que', 'aconteceu', 'outro', 'arrebatamento']"
4452,7,"""Earth, Milky Way","""The_Real_Sparky""",null,02:57:03,"""Arizona""","['Whoa', 'And', 'now', 'it', 's', 'Cousin', 'Larry', 'TheLeftovers', 'is', 'a', 'TGIF', 'reunion']"
4453,0,nul,"""pop_soda_""",null,02:57:05,null,"['n\xc3', 'o', 'sei', 'o', 'que', 'ta', 'mais', 'confuso', 'minha', 'vida', 'ou', 'TheLeftovers']"
4454,0,"""iPhone: 31.585901,-97.189224","""Giantstepps""",null,02:57:06,"""Central Time (US & Canada)""","['Wow', 'TheLeftovers']"
4455,3,nul,"""viniperes""",null,02:57:06,"""Santiago""","['SUMIRAM', 'TheLeftovers']"
4456,53,"""Atlanta, GA, USA","""kanova""",null,02:57:16,"""Eastern Time (US & Canada)""","['Don', 't', 'get', 'your', 'hopes', 'up', 'for', 'an', 'answer', 'Read', 'an', 'interview', 'w', 'the', 'writer', 'who', 'basically', 'said', 'interpret', 'how', 'you', 'want', 'https', 't', 'co', 'u1FtbiAoyE']"
4457,30,nul,"""arrturscurry""",null,02:57:17,"""Brasilia""","['RT', 'allalezan', 'Evie', 'caiu', 'na', 'noite', 'Deve', 'estar', 'na', 'Gruta', 'Azul', 'com', 'a', 'Urach', 'TheLeftovers']"
4458,30,nul,"""arrturscurry""",null,02:57:21,"""Brasilia""","['RT', 'Keiluxa', 'Al\xc3', 'm', 'da', 'cidade', 'ser', 'ainda', 'mais', 'maluca', 'essa', 'fam\xc3', 'lia', 'a\xc3', 'tamb\xc3', 'm', '\xc3', 'bem', 'da', 'doida', 'Vao', 'por', 'mim', 'TheLeftovers']"
4459,473,"""ici","""gyromitre""",null,02:57:22,"""Abu Dhabi""","['FearTWD', 'n', 'TheLeftovers', 'n', 'MTVFANWARSDirectioners', 'n', 'Homeland', 'team974', 'tpmp', 'caseprimat', 'https', 't', 'co', 'bUArW8YUFX']"
4460,29,"""Fort Rozz, Kandor (Krypton)","""SMALLVILLE_NBD""",null,02:57:26,"""Eastern Time (US & Canada)""","['So', 'far', 'the', 'only', 'thing', 'that', 'has', 'really', 'changed', 'is', 'the', 'score', 'amp', 'intro', 'Still', 'the', 'same', 'smart', 'storytelling', 'amp', 'mysterious', 'people', 'TheLeftovers']"
4461,32,nul,"""Hanzinho""",null,02:57:27,"""Quito""","['PERO', 'QUE', 'CHUCHA', 'TheLeftovers', 'toy', 'm\xc3', 's', 'colgao', 'que', 'Bonvallet']"
4462,2,"""iPhone: 33.488095,-82.080875","""suckeffect""","""Devindra""",02:57:39,"""Eastern Time (US & Canada)""","['Devindra', 'theleftovers', 'worth', 'picking', 'up', 'from', 'the', 'start']"
4463,2,nul,"""dannamagno""",null,02:57:39,"""Brasilia""","['A', 'maioria', 'dos', 'personagens', 'nesse', 'episodio', 'sao', 'negros', 'E', 'o', 'filho', 'da', 'Norma', 'tb', 'Interessante', 'pra', 'caramba', 'Theleftovers']"
4464,6,"""Nacogdoches,TX","""TheRunner024""",null,02:57:42,"""Pacific Time (US & Canada)""","['TheLeftovers', 'http', 't', 'co', 'aMKab1r26r']"
4465,0,"""São Caetano do Sul, São Paulo","""vickscalene""",null,02:57:43,"""Pacific Time (US & Canada)""","['RT', 'LucasCaMattos', 'MEU', 'DEUS', 'QUE', 'FAM\xc3', 'LIA', '\xc3', 'ESSA', 'TheLeftovers']"
4466,30,nul,"""arrturscurry""",null,02:57:46,"""Brasilia""","['esse', 'personagem', 'mal', 'apareceu', 'ja', 'me', 'da', 'nos', 'nervos', 'TheLeftovers']"
4467,13,"""Rio de Janeiro","""JuMalheiros""",null,02:57:51,"""Brasilia""","['Tem', 'treta', 'nesse', 'fam\xc3', 'lia', 'TheLeftovers']"
4468,0,nul,"""MeAndHedonism""",null,02:57:51,null,"['I', 'm', 'taking', 'joy', 'from', 'such', 'a', 'dark', 'place', 'TheLeftovers', 'WelcomeToMiracle']"
4469,7,"""New York, USA","""Zedblazer""",null,02:57:56,"""Eastern Time (US & Canada)""","['Can', 't', 'wait', 'https', 't', 'co', '9cw7N2NSrr']"
4470,28,nul,"""diegosoousaa""",null,02:57:57,"""Greenland""","['Quero', 'os', 'Remanescentes', 'Culpados', 'TheLeftovers']"
4471,0,nul,"""rodenstrip""",null,02:57:57,"""Brasilia""","['esperando', 'mt', 'p', 'esse', 'cara', 'morrer', 'logo', 'oh', 'TheLeftovers']"
4472,1,"""AC/C","""LouisEscalde""",null,02:58:01,"""Caracas""","['Por', 'fin', 'termino', 'la', 'espera', 'TheLeftovers', 'Season2Premiere']"
4473,15,"""Brasil","""joao_gui_""",null,02:58:02,"""Brasilia""","['Agora', 'a', 'porra', 'ficou', 's\xc3', 'ria', 'TheLeftovers']"
4474,4,nul,"""jo_adepo""",null,02:58:11,null,"['The', 'weirdest', 'https', 't', 'co', 'JY4MsNphVW']"
4475,21,"""Not Seattle","""AndyParoff""",null,02:58:15,"""Pacific Time (US & Canada)""","['Well', 'that', 'is', 'not', 'ideal', 'TheLeftovers', 'TheLeftoversHBO']"
4476,174,"""Belo Horizonte/Criciúma","""LouisSoLouis""",null,02:58:17,"""Santiago""","['O', 'RIO', 'TAMB\xc3', 'M', 'FOI', 'EMBORA', 'SOS', 'TheLeftovers']"
4477,0,nul,"""JJCostella""",null,02:58:20,null,"['TheLeftovers', 'completely', 'subverted', 'expectations', 'tonight', 'and', 'I', 'love', 'that']"
4478,19,"""Brasil","""batimavsuperman""",null,02:58:22,"""Brasilia""","['TO', 'COM', 'MEDO', 'DESSA', 'FAM\xc3', 'LIA', 'TheLeftovers']"
4479,63,"""Los Angeles, CA","""MsGlea""",null,02:58:22,"""Eastern Time (US & Canada)""","['OMG', 'Nora', 'is', 'wearing', 'a', 'dress', 'I', 'own', 'from', 'Anthropologie', 'TheLeftovers', 'fashion']"
4480,2,"""Montreal","""Martinique721""",null,02:58:24,"""Eastern Time (US & Canada)""","['RT', 'CNN', 'Tonight', 'sees', 'the', 'premieres', 'of', 'homeland', 'theleftovers', 'and', 'theaffair', 'Will', 'you', 'be', 'watching', 'http', 't', 'co', 'OLWnVsThoH', 'http', 't', 'co', 'jCl\xe2']"
4481,8,"""ga • scndl • bns • oitnb • ahs","""jcxpshaw""",null,02:58:26,"""Santiago""","['i', 'died', 'for', '1', 'second', 'https', 't', 'co', 'niH6JRMENO']"
4482,3,"""Distrito 60~Chile~Punta Arenas","""valentinagroff""",null,02:58:28,"""Santiago""","['Amo', 'esta', 'serie', 'n', 'TheLeftovers']"
4483,0,"""São Caetano do Sul, São Paulo","""vickscalene""",null,02:58:32,"""Pacific Time (US & Canada)""","['QUE', 'PORRA', 'DE', 'FAM\xc3', 'LIA', 'ESQUISITA', 'EH', 'ESSA', 'TheLeftovers']"
4484,13,"""Rio de Janeiro","""JuMalheiros""",null,02:58:32,"""Brasilia""","['Tem', 'treta', 'nessa', 'fam\xc3', 'lia', 'TheLeftovers']"
4485,174,"""Belo Horizonte/Criciúma","""LouisSoLouis""",null,02:58:34,"""Santiago""","['RT', 'diegosoousaa', 'Quero', 'os', 'Remanescentes', 'Culpados', 'TheLeftovers']"
4486,7,"""Rio de Janeiro  ","""allalezan""",null,02:58:38,"""Mid-Atlantic""","['Bacon', 'Hahahahahaha', 'TheLeftovers']"
4487,55,"""Toronto, Ontario Canada","""LitLat""","""OnAirWithDoug""",02:58:39,"""Eastern Time (US & Canada)""","['OnAirWithDoug', 'From', 'What', 'I', 'See', 'Here', 'On', 'Twitter', 'amp', 'Facebook', 'You', 'Are', 'Not', 'The', 'Only', 'One', 'TheLeftovers']"
4488,12,"""Brasil","""apaulacoimbra""",null,02:58:40,"""Greenland""","['RT', 'jo_adepo', 'The', 'weirdest', 'https', 't', 'co', 'JY4MsNphVW']"
4489,22,"""California/Chicago","""Norm080515""",null,02:58:42,"""Central Time (US & Canada)""","['RT', 'RottenTomatoes', 'TheLeftovers', 'Season', '2', 'is', 'currently', 'Fresh', 'at', '89', 'gt', 'http', 't', 'co', 'hlkmNpoyE8', '\xf0', 'Tomatometer', 'TheLeftoversHBO']"
4490,3,"""Distrito 60~Chile~Punta Arenas","""valentinagroff""",null,02:58:44,"""Santiago""","['Ojala', 'TheLeftovers', 'durara', 'mas']"
4491,17,"""Sparkle City","""jflotv""",null,02:58:45,"""Eastern Time (US & Canada)""","['WHAT', 'Right', 'there', 'in', 'front', 'of', 'people', 'eating', 'That', 'has', 'to', 'be', 'against', 'the', 'health', 'code', 'TheLeftovers']"
4492,10,"""North Texas","""Paristhepoodle""",null,02:58:48,"""Central Time (US & Canada)""","['NO', 'Bc', 'it', 's', 'immoral', 'and', 'I', 'm', 'pro', 'marriage', 'https', 't', 'co', 'JERluMRXxf']"
4493,0,"""Barretos,São Paulo,Brasil","""Sidneybarretos""",null,02:58:49,"""Brasilia""","['O', 'vampiro', 'Bill', 'pegou', 'elas', 'N\xc3', 'o', 'per\xc3', 'i', 'essa', 'foi', 'outra', 's\xc3', 'rie', 'que', 'a', 'HBO', 'obrou', 'nela', 'TheLeftovers']"
4494,19,"""Brasil","""batimavsuperman""",null,02:58:53,"""Brasilia""","['a', 'torta', 'misteriosa', 'socorro', 'TheLeftovers']"
4495,2,nul,"""tadoidarapariga""",null,02:59:03,"""Santiago""","['bixa', 'a', '\xc3', 'gua', 'sumiu', 'TheLeftovers']"
4496,30,nul,"""arrturscurry""",null,02:59:03,"""Brasilia""","['rio', 'nao', 'aguentou', 'tbm', 'se', 'foi', 'TheLeftovers']"
4497,6,"""Caracas - Venezuela","""ricardovera_""",null,02:59:08,"""Caracas""","['RT', 'followocts', 'WHAT', 'ON', 'DA', 'FUCKIN', 'WORLD', 'IS', 'THIS', 'CRAPPY', 'OLD', 'FOLK', 'SONG', 'INTRO', 'THEME', 'YOU', 'JUST', 'CHANGE', 'THE', 'WHOLE', 'DAMN', 'MOOD', 'OF', 'THE', 'SERIES', 'https', '\xe2']"
4498,29,"""Fort Rozz, Kandor (Krypton)","""SMALLVILLE_NBD""",null,02:59:08,"""Eastern Time (US & Canada)""","['TheLeftovers', 'BeginAgain', 'http', 't', 'co', '3iVqP7YDEw']"
4499,23,"""Peterborough, Ontario","""sakoPTBO""",null,02:59:11,"""Eastern Time (US & Canada)""","['TheLeftovers', 'is', 'the', 'weirdest', 'show', 'on', 'TV', 'But', 'I', 'have', 'no', 'choice', 'but', 'to', 'watch', 'it']"
4500,0,nul,"""LeandroWernerrr""",null,02:59:12,null,"['TheLeftovers', 'at\xc3', 'a', '\xc3', 'gua', 'Isso', 'vai', 'ficar', 'bom', 'demais']"
4501,24,"""in your dreams.","""Hair_Nerd""",null,02:59:13,"""Central Time (US & Canada)""","['That', 'opening', 'sequence', 'has', 'got', 'to', 'change', 'TheLeftovers', 'HBO', 'TheLeftoversHBO']"
4502,79,"""US & UK","""VideoGamesDeal1""",null,02:59:16,null,"['RT', 'IGN', 'TheLeftovers', 'Season', '2', 'premiere', 'introduced', 'us', 'to', 'a', 'new', 'town', 'and', 'a', 'new', 'family', 'Our', 'review', 'http', 't', 'co', 'mLgzEo4W78', 'http', 't', 'co', 'bedR\xe2']"
4503,0,"""Westeros","""XdBruh""",null,02:59:17,"""Mid-Atlantic""","['RT', 'pop_soda_', 'n\xc3', 'o', 'sei', 'o', 'que', 'ta', 'mais', 'confuso', 'minha', 'vida', 'ou', 'TheLeftovers']"
4504,0,nul,"""snapegrant""",null,02:59:19,"""Brasilia""","['RT', 'Jazz_minBrown', 'Where', 'is', 'the', 'water', 'Did', 'Evie', 'drink', 'it', 'all', 'Texas', 'is', 'hot', 'after', 'all', 'TheLeftovers']"
4505,2,nul,"""dannamagno""",null,02:59:21,"""Brasilia""","['Opa', 'mais', 'um', 'arrebatamento', 'TheLeftovers']"
4506,7,"""Boulder, CO","""ryanthomson92""",null,02:59:22,"""Mountain Time (US & Canada)""","['Bassnectar', 'in', 'the', 'season', '2', 'premiere', 'of', 'TheLeftoversHBO', 'LocoOno', 'TheLeftovers']"
4507,29,"""Fort Rozz, Kandor (Krypton)","""SMALLVILLE_NBD""",null,02:59:28,"""Eastern Time (US & Canada)""","['I', 'need', 'one', 'of', 'those', 'Miracle', 'Tees', 'TheLeftovers', 'BeginAgain', 'TheLeftoversHBO']"
4508,2,"""São Paulo.","""igotajung""",null,02:59:30,"""Brasilia""","['ah', 'n\xc3', 'o', 'de', 'novo', 'n\xc3', 'o', 'TheLeftovers']"
4509,7,"""Rio de Janeiro  ","""allalezan""",null,02:59:33,"""Mid-Atlantic""","['In', 'Al\xc3', 'A', '\xc3', 'gua', 'secou', 'Igual', 'os', 'propinodutos', 'do', 'PT', 'TheLeftovers']"
4510,0,"""Detroit","""2Tinkerish""",null,02:59:33,"""Quito""","['TheLeftovers', 'was', 'so', 'freakin', 'good', 'I', 'love', 'when', 'idk', 'wtf', 'is', 'going', 'on', 'in', 'a', 'show']"
4511,7,"""Brasil","""Keiluxa""",null,02:59:35,"""Brasilia""","['RT', 'JuMalheiros', 'Tem', 'treta', 'nessa', 'fam\xc3', 'lia', 'TheLeftovers']"
4512,473,"""ici","""gyromitre""",null,02:59:35,"""Abu Dhabi""","['FearTWD', 'n', 'TheLeftovers', 'n', 'MTVFANWARSDirectioners', 'n', 'Homeland', 'team974', 'tpm', 'caseprimat', 'https', 't', 'co', 'g9LzLyTEyj']"
4513,2,nul,"""aor01619""",null,02:59:35,null,"['\xf0', '\xf0', 'nhttp', 't', 'co', 'yCDqTxVa8m', 'n\xf0', '\xf0', '\xb5', 'nhttp', 't', 'co', 'zaUxGrrRYn', 'nhttp', 't', 'co', 'osbyVnINVb', 'n', 'ff', 'abbodart1', 'n', 'FearTWD', 'n', 'TheLeftovers', 'n', 'Homeland', 'n', 'BBWLA', 'n', 'pitana']"
4514,3,"""Glasgow - Scotland ","""luisclaudioleon""",null,02:59:36,"""Brasilia""","['RT', 'TheRunner024', 'TheLeftovers', 'http', 't', 'co', 'aMKab1r26r']"
4515,18,"""Central Perk","""justgowithit211""",null,02:59:41,"""Eastern Time (US & Canada)""","['RT', 'RottenTomatoes', 'TheLeftovers', 'Season', '2', 'is', 'currently', 'Fresh', 'at', '89', 'gt', 'http', 't', 'co', 'hlkmNpoyE8', '\xf0', 'Tomatometer', 'TheLeftoversHBO']"
4516,30,nul,"""arrturscurry""",null,02:59:47,"""Brasilia""","['aiaiaiaia', 'mas', 'esse', 'final', 'TheLeftovers']"
4517,28,nul,"""diegosoousaa""",null,02:59:48,"""Greenland""","['O', 'epis\xc3\xb3dio', 'pode', 'ser', 'completamente', 'confuso', 'mas', 'sempre', 'termina', 'de', 'forma', 'espl\xc3\xaandida', 'TheLeftovers']"
4518,8,nul,"""memento2000""",null,02:59:50,"""Eastern Time (US & Canada)""","['RT', 'SpoilerTV', 'The', 'Leftovers', 'Episode', '2', '02', 'A', 'Matter', 'of', 'Geography', 'Promo', 'http', 't', 'co', 'nlZSanl7Bb', 'theleftovers']"
4519,3,"""Glasgow - Scotland ","""luisclaudioleon""",null,02:59:52,"""Brasilia""","['RT', 'diegosoousaa', 'Quero', 'os', 'Remanescentes', 'Culpados', 'TheLeftovers']"
4520,8,nul,"""memento2000""",null,02:59:53,"""Eastern Time (US & Canada)""","['RT', 'SpoilerTV', 'POLL', 'What', 'did', 'you', 'think', 'of', 'The', 'Leftovers', 'Season', 'Premiere', 'http', 't', 'co', 'ksVhq7HJLM', 'theleftovers']"
