,Listed Count,Location,Name,Retweet at,Time,Time Zone,Tweet
0,65,"""New York State, USA","""Fan4me""",null,00:41:19,"""Eastern Time (US & Canada)""","['Sooooo', 'excited', 'for', 'Season', '2', 'of', 'TheLeftovers', 'after', 'OnceUponATime', 'and', 'then', 'the', 'Season', '2', 'finale', 'of', 'TheStrain', 'after', 'that', 'Great', 'TV', 'night']"
1,2,"""Tallahassee, Florida","""howie1027""",null,00:41:19,"""Eastern Time (US & Canada)""",['TheLeftovers']
2,155,"""Los Angeles","""WriterLe""",null,00:41:33,"""Pacific Time (US & Canada)""","['I', 'could', 'not', 'be', 'more', 'excited', 'for', 'TheLeftovers', 'season', '2', 'tonight']"
3,130,"""Baltimore, MD","""BrandonAmbro""",null,00:41:36,"""Eastern Time (US & Canada)""","['1', 'Advice', 'for', 'those', 'tuning', 'in', 'to', 'the', 'season', '2', 'premier', 'of', 'TheLeftovers', 'you', 'will', 'be', 'confused', 'for', 'the', 'first', 'ten', 'minutes', 'TheLeftoversHBO']"
4,6,"""UK","""RyanLang999""",null,00:42:13,"""London""","['20', 'mins', 'TheLeftovers']"
5,3,"""989 / 269 / 734 ","""kristie_leroy""",null,00:42:21,"""Quito""","['TheLeftovers', 'Season', '2', 'premiere', 'in', 'twenty', 'mins', 'HBO']"
6,13,"""San Antonio, TX","""WanderLynsey""",null,00:42:22,null,"['Super', 'excited', 'for', 'the', 'premiere', 'of', 'TheLeftovers', 'tonight', 'I', 'had', 'an', 'awesome', 'chance', 'to', 'work', 'on', 'the', 'show', 'this', 'season', 'http', 't', 'co', 'qbLnprnpYy']"
7,1,"""Brooklyn and beyond","""xonataliepaul""",null,00:42:33,"""Eastern Time (US & Canada)""","['Breaking', 'out', 'the', 'wine', 'and', 'blankets', 'TheLeftovers', 'is', 'back', 'on', 'HBO', '\xf0', '\xf0', '\xbe']"
8,130,"""Baltimore, MD","""BrandonAmbro""","""BrandonAmbro""",00:42:33,"""Eastern Time (US & Canada)""","['2', 'You', 'will', 'check', 'your', 'TV', 'several', 'times', 'to', 'make', 'sure', 'you', 'are', 'on', 'the', 'right', 'channel', 'You', 'are', 'Keep', 'watching', 'TheLeftovers', 'TheLeftoversHBO']"
9,23,"""California","""riikabob""",null,00:42:44,"""Pacific Time (US & Canada)""","['Almost', 'forgot', 'TheLeftovers', 'starts', 'in', '20', 'mins']"
10,85,"""Boston, MA","""ShaunaGallagher""",null,00:43:30,"""Eastern Time (US & Canada)""","['I', 'hope', 'the', 'opening', 'scene', 'is', 'Justin', 'jogging', 'grey', 'sweats', 'amp', 'eyeliner', 'TheLeftovers']"
11,4,nul,"""CorgansEar""",null,00:44:00,"""Atlantic Time (Canada)""","['We', 'made', 'them', 'remember', 'theleftovers']"
12,1,"""Las Vegas, NV","""Missygortiz""",null,00:44:04,"""Pacific Time (US & Canada)""","['18', 'minutes', 'for', 'East', 'Coast', 'premiere', 'and', '17', 'minutes', 'to', 'log', 'off', 'of', 'Twitter', 'for', 'me', 'I', 'feel', 'punished', 'right', 'now', 'Grounding', 'myself', 'TheLeftovers']"
13,15,"""It's A Wild World,California ","""LisaRSP""",null,00:44:08,"""Pacific Time (US & Canada)""","['I', 'm', 'so', 'excited', 'to', 'be', 'able', 'to', 'watch', 'TheLeftovers', 'at', '6pm', 'pacific', 'time', 'Now', 'I', 'won', 't', 'have', 'to', 'avoid', 'Twitter', 'for', '2', '3hrs', '\xf0', 'TheLeftoversSeason2']"
14,23,"""California","""riikabob""",null,00:44:11,"""Pacific Time (US & Canada)""","['I', 'never', 'did', 'look', 'for', 'a', 'season', '1', 'recap', 'TheLeftovers']"
15,355,nul,"""TheLeftoversHBO""",null,00:44:22,null,"['RT', 'BrandonAmbro', 'Gave', 'the', 'bf', 'a', 'map', 'of', 'Miracle', 'and', 'told', 'him', 'to', 'get', 'ready', 'for', 'tonight', 's', 'return', 'of', 'TheLeftovers', 'TheLeftoversHBO', 'http', 't', 'c\xe2']"
16,130,"""Baltimore, MD","""BrandonAmbro""","""BrandonAmbro""",00:44:23,"""Eastern Time (US & Canada)""","['3', 'If', 'I', 've', 'learned', 'anything', 'from', 'Damon', 'Lindelof', 'it', 's', 'this', 'a', 'payoff', 's', 'a', 'comin', 'The', 'man', 'knows', 'how', 'to', 'tell', 'a', 'story', 'TheLeftovers']"
17,145,"""NY","""JAEL488""",null,00:44:36,"""Eastern Time (US & Canada)""","['Finally', 'TheLeftovers']"
18,0,nul,"""BrocTinley""",null,00:44:36,null,"['RT', 'TheLeftoversHBO', 'Tonight', 'at', '9', 'TheLeftovers', 'returns', 'to', 'HBO', 'nhttps', 't', 'co', 'tuRLjd7nLh']"
19,1,nul,"""kronosf""",null,00:44:37,"""Buenos Aires""","['RT', 'TheLeftoversHBO', 'Tonight', 'at', '9', 'TheLeftovers', 'returns', 'to', 'HBO', 'nhttps', 't', 'co', 'tuRLjd7nLh']"
20,12,"""Kentucky (worldwide)","""FrozenCreekArt""",null,00:44:43,null,"['RT', 'KylieKerosene', 'it', 's', 'been', 'over', 'a', 'year', 'but', 'TheLeftovers', 'returns', 'tonight', 'my', 'award', 'winning', 'review', 'of', 'S1', 'http', 't', 'co', 'xCukFLLm1F', 'n', 'n', 'i', 'htt\xe2']"
21,115,"""Chicago Illinois","""WrobStv""",null,00:44:48,"""Central Time (US & Canada)""","['The', 'GuiltyRemnants', 'must', 'turn', 'out', 'to', 'actually', 'be', 'the', 'Good', 'Guys', 'so', 'to', 'speak', 'TheLeftoversHBO', 'HBO', 'TheLeftovers', 'StillHere']"
22,355,nul,"""TheLeftoversHBO""",null,00:45:05,null,"['In', '15', 'minutes', 'meet', 'Erika', 'Murphy', 'n', 'reginaking', 'TheLeftovers', 'nhttp', 't', 'co', 'WnHzyQXApG']"
23,1,"""The Windy City","""lebronaldjames""",null,00:45:10,"""Central Time (US & Canada)""","['Homeland', 'theGoodWife', 'LastManonEarth', 'TheAffair', 'and', 'theLeftovers', 'purely', 'for', 'Regina', 'King', 'https', 't', 'co', 'x8sdtO5kUZ']"
24,39,"""New York, NY","""AdamPolaski""",null,00:45:12,"""Eastern Time (US & Canada)""","['Like', 'everything', 'I', 'could', 'ever', 'want', 'to', 'watch', 'is', 'on', 'tonight', 'TheLeftovers', 'TheGoodWife', 'TheAffair']"
25,4,"""East Coast","""Ruubo""",null,00:45:24,"""Eastern Time (US & Canada)""","['Kevin', 'is', 'having', 'a', 'hell', 'of', 'a', 'day', 'TheLeftovers']"
26,38,nul,"""badwolfs""",null,00:45:30,"""Brasilia""","['RT', 'TheLeftoversHBO', 'In', '15', 'minutes', 'meet', 'Erika', 'Murphy', 'n', 'reginaking', 'TheLeftovers', 'nhttp', 't', 'co', 'WnHzyQXApG']"
27,3,"""Barnegat","""GRoyle12""",null,00:45:32,"""Arizona""","['RT', 'TheLeftoversHBO', 'Tonight', 'at', '9', 'TheLeftovers', 'returns', 'to', 'HBO', 'nhttps', 't', 'co', 'tuRLjd7nLh']"
28,30,"""Petrópolis, Rio de Janeiro","""justunreal""",null,00:45:36,"""Brasilia""","['Pouco', 'mais', 'de', '1h', 'at\xc3', 'estrear', 'S02', 'de', 'TheLeftovers', 'na', 'HBO_Brasil', 'D']"
29,5,"""Castamere","""PsikoWilliams""",null,00:45:41,"""Madrid""","['RT', 'TheLeftoversHBO', 'Tonight', 'at', '9', 'TheLeftovers', 'returns', 'to', 'HBO', 'nhttps', 't', 'co', 'tuRLjd7nLh']"
30,5,"""Austin, TX","""StarringAustin""",null,00:45:43,"""Eastern Time (US & Canada)""","['Season', '2', 'of', 'TheLeftoversHBO', 'starts', 'tonight', 'filmed', 'in', 'lil', 'ol', 'Austin', 'TX', 'austinfilm', 'austinTV', 'https', 't', 'co', 'ALM9kI5XS9']"
31,1,"""Las Vegas, NV","""Missygortiz""",null,00:45:46,"""Pacific Time (US & Canada)""","['It', 's', 'gonna', 'be', 'hard', 'not', 'to', 'peek', 'East', 'Coast', 'It', 's', 'like', 'being', 'on', 'a', 'diet', 'and', 'that', 'chocolate', 'cake', 'is', 'laughing', 'at', 'me', 'in', 'the', 'face', 'TheLeftovers']"
32,6,"""Los Angeles, CA","""elizabethbianca""",null,00:46:03,"""Pacific Time (US & Canada)""","['RT', 'TheLeftoversHBO', 'In', '15', 'minutes', 'meet', 'Erika', 'Murphy', 'n', 'reginaking', 'TheLeftovers', 'nhttp', 't', 'co', 'WnHzyQXApG']"
33,1,"""Las Vegas, NV","""Missygortiz""",null,00:46:04,"""Pacific Time (US & Canada)""","['RT', 'BrandonAmbro', 'Gave', 'the', 'bf', 'a', 'map', 'of', 'Miracle', 'and', 'told', 'him', 'to', 'get', 'ready', 'for', 'tonight', 's', 'return', 'of', 'TheLeftovers', 'TheLeftoversHBO', 'http', 't', 'c\xe2']"
34,6,"""memphis","""lostthenumbers""",null,00:46:13,"""Central Time (US & Canada)""","['Miracles', 'are', 'what', 'we', 'make', 'of', 'them', 'TheLeftovers', 'TheLeftoversHBO', 'HBO']"
35,2,"""NYC","""PopJunkieGirl""",null,00:46:20,"""Eastern Time (US & Canada)""","['TheLeftoversHBO', 'and', 'TheFollowersFOX', 'fans', 'Giveaways', 'coming', 'contest', 'TheFollowing', 'TheLeftovers', 'nhttp', 't', 'co', 'LVzHjCkGEs']"
36,5,nul,"""Eddie_River""",null,00:46:31,null,"['YES', 'YES', 'So', 'excited', 'https', 't', 'co', 'dRVQ0pdPub']"
37,6,"""New York USA","""joek1228""",null,00:46:33,"""America/New_York""","['Too', 'bad', 'TheLeftovers', 'isn', 't', 'trending', 'Absolutely', 'brilliant', 'show', 'Season', '2', 'goes', 'beyond', 'the', 'novel', 'Can', 't', 'wait', 'TheDeparture', 'n', 'HBO']"
38,5,nul,"""Eddie_River""",null,00:46:34,null,"['RT', 'TheLeftoversHBO', 'Tonight', 'at', '9', 'TheLeftovers', 'returns', 'to', 'HBO', 'nhttps', 't', 'co', 'tuRLjd7nLh']"
39,74,"""West Palm Beach, Florida","""kenseysmom""","""LisaRSP""",00:46:46,"""Eastern Time (US & Canada)""","['LisaRSP', 'twotees68', 'Are', 'you', 'watching', 'TheLeftovers', 'with', 'me', 'tonight']"
40,9,"""Uruguay.","""fedesm14""",null,00:46:48,"""Buenos Aires""","['Hoy', 'TheLeftovers', 'estreno', 'segunda', 'temporada', 'HBO']"
41,2,nul,"""nunun_pfan""",null,00:47:14,"""Hawaii""","['RT', 'TheLeftoversHBO', 'In', '15', 'minutes', 'meet', 'Erika', 'Murphy', 'n', 'reginaking', 'TheLeftovers', 'nhttp', 't', 'co', 'WnHzyQXApG']"
42,3,"""Barnegat","""GRoyle12""",null,00:47:30,"""Arizona""","['So', 'close', 'to', 'the', 'premiere', 'of', 'The', 'Leftovers', 'season', '2', 'I', 'haven', 't', 'been', 'this', 'pumped', 'in', 'I', 'don', 't', 'even', 'know', 'when', 'TheLeftovers', 'Season2', 'GonnaBeEpic']"
43,0,"""Houston,TX","""balie_j""",null,00:47:41,"""Alaska""","['TheLeftovers', 'season', 'premiere', 'tonight', '\xf0', '\xf0', '\xf0']"
44,4,nul,"""KevinSanchz""",null,00:47:46,"""Caracas""","['RT', 'TheLeftoversHBO', 'Tonight', 'at', '9', 'WelcomeToMiracle', 'National', 'Park', 'n', 'n', 'TheLeftovers', 'nhttp', 't', 'co', 'AFifhAP4Pk']"
45,21,nul,"""mkruzel5""",null,00:47:57,"""Central Time (US & Canada)""","['Just', 'too', 'many', 'good', 'shows', 'on', 'feartwd', 'theleftovers', 'blindspot', 'fargo', 'in', 'a', 'week']"
46,18,"""*** in a book ***","""Undying_Karma""",null,00:48:10,null,"['RT', 'KylieKerosene', 'it', 's', 'been', 'over', 'a', 'year', 'but', 'TheLeftovers', 'returns', 'tonight', 'my', 'award', 'winning', 'review', 'of', 'S1', 'http', 't', 'co', 'xCukFLLm1F', 'n', 'n', 'i', 'htt\xe2']"
47,10,nul,"""AKGallant""",null,00:48:23,"""Quito""","['10', 'minutes', 'away', 'TheLeftovers', 'on', 'HBO']"
48,115,"""Chicago Illinois","""WrobStv""",null,00:48:35,"""Central Time (US & Canada)""","['In', 'order', 'to', 'really', 'feel', 'for', 'the', 'GuiltyRemnants', 'we', 'must', 'first', 'witness', 'what', 'they', 'will', 'endure', 'TheLeftoversHBO', 'HBO', 'TheLeftovers', 'StillHere']"
49,3,"""Chicago, IL","""PurpleAQ""",null,00:48:43,"""Central Time (US & Canada)""","['Haven', 't', 'opened', 'the', 'shades', 'amp', 'still', 'in', 'my', 'pj', 's', 'BUT', 'have', 'watched', 'last', '2', 'episodes', 'of', 'last', 'season', 's', 'TheAffair', 'Homeland', 'TheLeftovers', 'AND', 'MTP']"
50,65,"""TENNESSEE","""_Thundercleese""",null,00:48:46,"""Central Time (US & Canada)""","['\xf0', 'RT', 'TheLeftoversHBO', 'In', '15', 'minutes', 'meet', 'Erika', 'Murphy', 'n', 'reginaking', 'TheLeftovers', 'nhttp', 't', 'co', 'y9qrir1Pns']"
51,6,nul,"""JulieSm432242""",null,00:48:56,"""Central Time (US & Canada)""","['http', 't', 'co', 'hN0BrTGKVc', 'TheLeftovers', 'Show', 'starts', 'on', 'HBO', 'in', 'a', 'few', 'more', 'minutes', 'Don', 't', 'miss', 'season', '2']"
52,9,"""Uruguay.","""fedesm14""",null,00:49:07,"""Buenos Aires""","['RT', 'HablemosSeries', 'Hoy', 'vuelve', 'TheLeftovers', 'a', 'hbo', 'Te', 'contamos', 'c\xc3\xb3mo', 'se', 'viene', 'esta', 'segunda', 'temporada', 'ac\xc3', 'http', 't', 'co', 'o2BIcEe39c', 'http', 't\xe2']"
53,2,"""Ridley","""SteveHitchens""",null,00:49:11,"""Quito""",['TheLeftovers']
54,115,"""Chicago Illinois","""WrobStv""","""TheLeftoversHBO""",00:49:18,"""Central Time (US & Canada)""","['TheLeftoversHBO', 'HBO', 'TheLeftovers', 'StillHere', 'I', 'hope', 'that', 'they', 'really', 'BlowMyMind', 'tonight']"
55,23,"""South Boston","""HotelFoxtrot""",null,00:49:42,null,"['Premieres', 'of', 'TheLeftovers', 'Homeland', 'amp', 'TheAffair', 'tonight', 'OH', 'MY', 'GOD', 'I', 'AM', 'SO', 'OVERWHELMED']"
56,553,""" Nashville | Detroit ","""vogueandcoffee""",null,00:49:54,"""Central Time (US & Canada)""","['Grab', 'your', 'snacks', 'TheLeftoversHBO', 'starts', 'in', '10', 'TheLeftovers', 'Season2', 'premiere']"
57,12,"""ioooooowa","""leirariel450""",null,00:49:57,"""Central Time (US & Canada)""","['AmericanSniper', 'is', 'showing', 'before', 'TheLeftovers', 'premier', 'on', 'HBO', 'it', 'will', 'clearly', 'be', 'a', 'Xanax', 'night', 'for', 'me']"
58,115,"""Chicago Illinois","""WrobStv""","""TheLeftoversHBO""",00:50:01,"""Central Time (US & Canada)""","['TheLeftoversHBO', 'HBO', 'TheLeftovers', 'StillHere', 'That', 'chick', 'getting', 'StonedToDeath', 'last', 'season', 'was', 'hard', 'to', 'watch']"
59,1,"""Buenos Aires, Argentina","""CandeBarbieris""",null,00:50:07,"""Buenos Aires""","['Tengo', 'sue\xc3', 'o', 'pero', 'falta', 'una', 'para', 'el', 'capitulo', 'nuevo', 'TheLeftovers']"
60,7,"""Denver","""nataliendenver""","""BaldMove""",00:50:09,"""Pacific Time (US & Canada)""","['BaldMove', 'I', 'forgot', 'that', 'TheLeftovers', 'overs', 'existed', 'I', 'can', 't', 'believe', 'that', 'it', 's', 'starting', 'tonight']"
61,4,nul,"""LonnyWilk""",null,00:50:11,null,"['15', 'minutes', 'til', 'TheLeftovers', 'Already', 'feeling', 'Guilty', 'Hoping', 'for', 'more', 'Apocolyptica', 'too', 'http', 't', 'co', 'ZZO4aRHAUS']"
62,104,"""Colombia","""DIRECTVCo""",null,00:50:14,"""Bogota""","['Todos', 'quieren', 'un', 'nuevo', 'comienzo', 'desde', 'el', '\xc3\xbanico', 'lugar', 'donde', 'no', 'hubo', 'desapariciones', 'THELEFTOVERS', '\xe2', '524', '1524', '9', '00', 'PM', 'http', 't', 'co', '8pno9vM33C']"
63,0,nul,"""dazzlincf_""",null,00:50:15,"""Pacific Time (US & Canada)""","['I', 've', 'just', 'watched', 'episode', 'S01E01', 'of', 'The', 'Leftovers', 'http', 't', 'co', 't6KLjzmUt8', 'TheLeftovers', 'tvshowtime', 'http', 't', 'co', 'KatvEOUqOi']"
64,11,"""Chicago, IL - Detroit, MI","""Heistalation""",null,00:50:23,"""Atlantic Time (Canada)""","['RT', 'TheLeftoversHBO', 'In', '15', 'minutes', 'meet', 'Erika', 'Murphy', 'n', 'reginaking', 'TheLeftovers', 'nhttp', 't', 'co', 'WnHzyQXApG']"
65,9,"""New York","""KeeganSays""",null,00:50:23,"""Eastern Time (US & Canada)""","['All', 'that', 'matters', 'n', 'TheLeftovers', 'n', 'HBO', 'https', 't', 'co', 'H5VsADDjT4']"
66,115,"""Chicago Illinois","""WrobStv""","""TheLeftoversHBO""",00:50:24,"""Central Time (US & Canada)""","['TheLeftoversHBO', 'HBO', 'TheLeftovers', 'StillHere', 'Yet', 'I', 'couldn', 't', 'look', 'away']"
67,19,"""russia","""youarebymyside""",null,00:50:27,"""Volgograd""","['RT', 'BrandonAmbro', 'Gave', 'the', 'bf', 'a', 'map', 'of', 'Miracle', 'and', 'told', 'him', 'to', 'get', 'ready', 'for', 'tonight', 's', 'return', 'of', 'TheLeftovers', 'TheLeftoversHBO', 'http', 't', 'c\xe2']"
68,16,"""Denver, CO","""darrellhyde""",null,00:50:37,null,"['What', 'to', 'watch', 'Homeland', 'or', 'TheLeftovers', 'Decisions', 'decisions']"
69,355,nul,"""TheLeftoversHBO""",null,00:50:37,null,"['RT', 'vogueandcoffee', 'Grab', 'your', 'snacks', 'TheLeftoversHBO', 'starts', 'in', '10', 'TheLeftovers', 'Season2', 'premiere']"
70,13,"""Baytown, Texas","""twotees68""","""kenseysmom""",00:51:04,"""Central Time (US & Canada)""","['kenseysmom', 'LisaRSP', 'I', 'may', 'come', 'into', 'it', 'late', 'but', 'yes', 'Have', 'reminder', 'set', 'on', 'the', 'tele', '\xf0', 'TheLeftovers']"
71,6,nul,"""YoungLito_""",null,00:51:10,"""Quito""","['RT', 'vogueandcoffee', 'Grab', 'your', 'snacks', 'TheLeftoversHBO', 'starts', 'in', '10', 'TheLeftovers', 'Season2', 'premiere']"
72,2,nul,"""Ven260""",null,00:51:17,"""Solomon Is.""","['RT', 'vogueandcoffee', 'Grab', 'your', 'snacks', 'TheLeftoversHBO', 'starts', 'in', '10', 'TheLeftovers', 'Season2', 'premiere']"
73,10,"""Atlanta, Ga","""TashaChick""",null,00:51:25,"""Eastern Time (US & Canada)""","['RT', 'vogueandcoffee', 'Grab', 'your', 'snacks', 'TheLeftoversHBO', 'starts', 'in', '10', 'TheLeftovers', 'Season2', 'premiere']"
74,4,nul,"""amps2DEUCE""",null,00:51:28,"""Quito""",['theleftovers']
75,5,"""Bogotá","""brujulado""",null,00:51:31,"""Central Time (US & Canada)""","['Hoy', 'vuelve', 'TheLeftovers', 'por', 'HBOLAT', 'Soy', 'feliz', '\xe2', '\xba']"
76,0,"""Lincoln, Nebraska","""lauramillzz""",null,00:51:32,"""Central Time (US & Canada)""","['RT', 'TheLeftoversHBO', 'Tonight', 'at', '9', 'TheLeftovers', 'returns', 'to', 'HBO', 'nhttps', 't', 'co', 'tuRLjd7nLh']"
77,5,"""Somewhere in the Lower 48","""Anocksoonamoon""",null,00:51:34,null,"['TheLeftovers', 'wins', 'out', 'I', 've', 'been', 'waiting', 'so', 'long']"
78,5,"""Marina del rey, CA","""swalterschied""",null,00:51:34,"""Pacific Time (US & Canada)""","['RT', 'TheLeftoversHBO', 'Tonight', 'at', '9', 'TheLeftovers', 'returns', 'to', 'HBO', 'nhttps', 't', 'co', 'tuRLjd7nLh']"
79,54,"""So. Cal.","""AprilBecher""",null,00:51:43,null,"['RT', 'vogueandcoffee', 'Grab', 'your', 'snacks', 'TheLeftoversHBO', 'starts', 'in', '10', 'TheLeftovers', 'Season2', 'premiere']"
80,14,"""Hostis humani generis TMT","""Just4kicks401""",null,00:51:44,"""Eastern Time (US & Canada)""","['RT', 'BrandonAmbro', 'Gave', 'the', 'bf', 'a', 'map', 'of', 'Miracle', 'and', 'told', 'him', 'to', 'get', 'ready', 'for', 'tonight', 's', 'return', 'of', 'TheLeftovers', 'TheLeftoversHBO', 'http', 't', 'c\xe2']"
81,115,"""Chicago Illinois","""WrobStv""","""darrellhyde""",00:51:49,"""Central Time (US & Canada)""","['darrellhyde', 'No', 'Contest', 'TheLeftovers', 'TheLeftoversHBO', 'HBO', 'TheLeftovers', 'StillHere']"
82,19,"""Providence, Rhode Island","""LivingReminders""",null,00:51:56,null,"['T', '10', 'minutes', 'Theleftovers', 'WelcomeToMiracle', 'http', 't', 'co', '19lbqBSCR9']"
83,115,"""Chicago Illinois","""WrobStv""",null,00:52:10,"""Central Time (US & Canada)""","['Jilly', 'TheLeftoversHBO', 'HBO', 'TheLeftovers', 'StillHere']"
84,8,"""the present","""dromano23""",null,00:52:13,"""Central Time (US & Canada)""","['Will', 'be', 'interesting', 'to', 'see', 'where', 'they', 'go', 'with', 'TheLeftovers', 'Season2Premiere', 'Definitely', 'an', 'underrated', 'show']"
85,2,nul,"""MiguelMannella1""",null,00:52:13,null,"['Ready', 'to', 'lose', 'my', 'mind', 'for', 'the', 'next', '2', 'month', 'TheLeftovers']"
86,74,"""West Palm Beach, Florida","""kenseysmom""",null,00:52:24,"""Eastern Time (US & Canada)""","['RT', 'twotees68', 'kenseysmom', 'LisaRSP', 'I', 'may', 'come', 'into', 'it', 'late', 'but', 'yes', 'Have', 'reminder', 'set', 'on', 'the', 'tele', '\xf0', 'TheLeftovers']"
87,7,nul,"""buffy_cawthon""",null,00:52:25,null,"['RT', 'vogueandcoffee', 'Grab', 'your', 'snacks', 'TheLeftoversHBO', 'starts', 'in', '10', 'TheLeftovers', 'Season2', 'premiere']"
88,1,"""Las Vegas, NV","""Missygortiz""",null,00:52:34,"""Pacific Time (US & Canada)""","['RT', 'vogueandcoffee', 'Grab', 'your', 'snacks', 'TheLeftoversHBO', 'starts', 'in', '10', 'TheLeftovers', 'Season2', 'premiere']"
89,115,"""Chicago Illinois","""WrobStv""",null,00:52:44,"""Central Time (US & Canada)""","['RT', 'Anocksoonamoon', 'TheLeftovers', 'wins', 'out', 'I', 've', 'been', 'waiting', 'so', 'long']"
90,5,"""Los Angeles, CA","""matty_greco""",null,00:52:49,null,"['RT', 'TheLeftoversHBO', 'Tonight', 'at', '9', 'TheLeftovers', 'returns', 'to', 'HBO', 'nhttps', 't', 'co', 'tuRLjd7nLh']"
91,5,"""westeros","""_ladysibley""",null,00:52:50,"""Eastern Time (US & Canada)""","['tonight', 'is', 'the', 'night', 'that', 'TheLeftovers', 'returns', 'to', 'me', '\xf0']"
92,3,"""the end of the rainbow... duh ","""adzmedeiros""",null,00:52:55,null,"['Oh', 'man', 'I', 'm', 'ready', 'for', 'TheLeftovers', 'HBO']"
93,3,nul,"""wjw26""",null,00:52:56,"""Indiana (East)""","['Look', 'what', 'I', 'found', 'TheLeftovers']"
94,54,"""So. Cal.","""AprilBecher""",null,00:52:57,null,"['RT', 'TheLeftoversHBO', 'In', '15', 'minutes', 'meet', 'Erika', 'Murphy', 'n', 'reginaking', 'TheLeftovers', 'nhttp', 't', 'co', 'WnHzyQXApG']"
95,5,"""westeros","""_ladysibley""",null,00:53:05,"""Eastern Time (US & Canada)""","['RT', 'vogueandcoffee', 'Grab', 'your', 'snacks', 'TheLeftoversHBO', 'starts', 'in', '10', 'TheLeftovers', 'Season2', 'premiere']"
96,4,"""Brooklyn, NY","""mindmuckblog""",null,00:53:10,null,"['RT', 'BobbyJDaniels', 'Bring', 'on', 'the', 'bleakness', 'TheLeftovers', 'http', 't', 'co', 'mqOOehIBT9']"
97,23,"""South Boston","""HotelFoxtrot""",null,00:53:11,null,"['What', 'do', 'I', 'watch', 'at', '9', 'What', 'do', 'I', 'watch', 'at', '9', 'TheLeftovers', 'Homeland']"
98,0,nul,"""GabrielExodus""",null,00:53:21,null,"['RT', 'TheLeftoversHBO', 'Tonight', 'at', '9', 'TheLeftovers', 'returns', 'to', 'HBO', 'nhttps', 't', 'co', 'tuRLjd7nLh']"
99,19,"""Providence, Rhode Island","""LivingReminders""",null,00:53:22,null,"['T', '10', 'minutes', 'theleftovers', 'WelcomeToMiracle', 'http', 't', 'co', '0lhNBzSebL']"
100,13,"""Boston","""Fast_Ed_""",null,00:53:23,"""Eastern Time (US & Canada)""","['Tough', 'nigh', 'homeland', 'or', 'TheLeftovers']"
101,115,"""Chicago Illinois","""WrobStv""",null,00:53:30,"""Central Time (US & Canada)""","['RT', 'wjw26', 'Look', 'what', 'I', 'found', 'TheLeftovers']"
102,74,"""West Palm Beach, Florida","""kenseysmom""","""twotees68""",00:53:38,"""Eastern Time (US & Canada)""","['twotees68', 'LisaRSP', 'I', 'love', 'it', 'See', 'you', 'in', '7', 'minutes', 'ladies', 'Or', 'whenever', 'the', 'heck', 'you', 'get', 'here', 'lol', 'TheLeftovers']"
103,24,nul,"""S0LARDOG""",null,00:53:44,"""Central Time (US & Canada)""","['TheLeftovers', 'n', 'TheLeftovers', 'n', 'TheLeftovers', 'n', 'TheLeftovers', 'n', 'TheLeftovers', 'n', 'TheLeftovers', 'n', 'TheLeftovers']"
104,26,"""NYC","""crackbillionair""",null,00:53:57,"""Pacific Time (US & Canada)""","['Pumped', 'for', 'TheLeftovers', 'S2', 'premiere', 'on', 'HBO', 'GreatTV']"
105,24,"""St.Clouds","""ManFromWaltaxia""",null,00:54:05,null,"['WelcomeToMiracle', 'TheLeftovers', 'Season', '2', 'starts', 'in', '5', 'minutes', 'The', 'tension', 'is', 'beyond', 'TheLeftoversHBO']"
106,18,"""Miracle, Texas","""LeftoversDaily""",null,00:54:07,null,"['5', 'minutes', 'Are', 'You', 'Ready', 'TheLeftovers']"
107,74,"""West Palm Beach, Florida","""kenseysmom""",null,00:54:08,"""Eastern Time (US & Canada)""","['RT', 'LivingReminders', 'T', '10', 'minutes', 'theleftovers', 'WelcomeToMiracle', 'http', 't', 'co', '0lhNBzSebL']"
108,115,"""Chicago Illinois","""WrobStv""","""TheLeftoversHBO""",00:54:16,"""Central Time (US & Canada)""","['TheLeftoversHBO', 'HBO', 'TheLeftovers', 'StillHere', 'Was', 'that', 'one', 'of', 'that', 'Holy', 'Guy', 's', 'kids']"
109,4,"""Auvergne, France","""leostarlord""",null,00:54:22,null,"['RT', 'TheLeftoversHBO', 'It\xe2', 's', 'real', 'TheLeftovers', 'returns', 'October', '4', 'at', '9PM', 'on', 'HBO', 'http', 't', 'co', 'FEyEazig1A']"
110,5,nul,"""Datruthh__""",null,00:54:42,null,"['Waiting', 'to', 'see', 'how', 'weird', 'this', 'new', 'episode', 'of', 'TheLeftovers', 'gonna', 'be']"
111,2,"""NY","""wayofbranden""",null,00:54:43,"""Atlantic Time (Canada)""","['TheLeftovers', 'or', 'Homeland', 'Two', 'epic', 'series', 'I', 'have', 'mad', 'love', 'for', 'both']"
112,5,"""uio-ec ","""leobayas""",null,00:54:55,"""Central Time (US & Canada)""","['Noche', 'de', 'estrenos', 'n', 'HBO', 'PSI', 'TheLeftovers', 'n', 'FoxAction', 'Homeland', 'n', 'universalchannel', 'TGW']"
113,4,"""Dallas","""trotter_photos""",null,00:55:04,"""Eastern Time (US & Canada)""","['Yes', 'Finally', 'https', 't', 'co', 'vZ7Bs7nOSP']"
